WID,Medalist,col2,col3,col4,Results,Best in Class,Gold,Silver,Bronze,Total,First,Last,Years,Results,Website,Facebook,Instagram,Google,State_Province,Country,Status,Latitude,Longitude
543,Santa Cruz Cider Co.,Santa Cruz Cider Co.,0,,https://glintcap.org/santa-cruz-cider-co,0,0,6,2,8,2017,2021,3,https://glintcap.org/santa-cruz-cider-co,http://www.santacruzciderco.com/,https://www.facebook.com/santacruzciderco/,https://www.instagram.com/santacruzciderco/,https://maps.google.com/?cid=16427348691643937890,California,United States,Active,36.959789,-122.048975
544,Santa Fe Cider Works,Santa Fe Cider Works,0,,https://glintcap.org/santa-fe-cider-works,0,0,0,1,1,2015,2015,1,https://glintcap.org/santa-fe-cider-works,,,,,New Mexico,United States,Inactive,35.637686,-106.025024
545,Sapsucker Farms Yellow Belly Cidery,Sapsucker Farms Yellow Belly Cidery,0,,https://glintcap.org/sapsucker-farms,0,3,13,13,29,2017,2023,6,https://glintcap.org/sapsucker-farms,https://www.sapsuckerfarms.com/,https://www.facebook.com/YellowBellyCider/,https://www.instagram.com/sapsuckerfarms/,https://maps.google.com/?cid=10529182272851607589,Minnesota,United States,Active,45.8970174,-93.152247
547,Saro Cider,Saro Cider,0,,https://glintcap.org/saro-cider,0,0,0,4,4,2019,2019,1,https://glintcap.org/saro-cider,https://sarocider.com/,https://www.facebook.com/4SaroCider,https://www.instagram.com/sarocider/,https://maps.google.com/?cid=14239117714929818609,Nebraska,United States,Active,40.812684,-96.695605
550,Schilling Cider,Schilling Cider,0,,https://glintcap.org/schilling-cider,0,0,1,2,3,2016,2016,1,https://glintcap.org/schilling-cider,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://www.google.com/maps?cid=12281308087911884522,Washington,United States,Active,47.347243,-122.233995
553,Seattle Cider Company,Seattle Cider Company,0,,https://glintcap.org/seattle-cider-company,9,14,62,44,129,2015,2023,8,https://glintcap.org/seattle-cider-company,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,Washington,United States,Active,47.560327,-122.337605
556,Serpentine Cider Miramar,Serpentine Cider,x,https://ciderguide.com/serpentine-cider-miramar/,https://glintcap.org/serpentine-cider,0,0,3,5,8,2019,2023,2,https://glintcap.org/serpentine-cider,http://www.serpentinecider.com/,https://www.facebook.com/SerpentineCiderSD/,https://www.instagram.com/serpentine_cider/,https://maps.google.com/?cid=296132755660138594,California,United States,Active,32.895393,-117.137246
560,Shoal Hope Ciderworks,Shoal Hope Ciderworks,0,,https://glintcap.org/shoal-hope-ciderworks,0,0,4,6,10,2018,2021,3,https://glintcap.org/shoal-hope-ciderworks,,,,,Massachusetts,United States,Inactive,42.057719,-70.188488
561,Sierra Cider,Sierra Cider,0,,https://glintcap.org/sierra-cider,3,1,2,2,8,2017,2019,3,https://glintcap.org/sierra-cider,http://sierracider.com/,https://www.facebook.com/sierracider/,https://www.instagram.com/sierra_cider/,https://maps.google.com/?cid=4945510400217384916,California,United States,Active,37.495517,-119.819732
565,Working Hands Fermentation,Working Hands Fermentation,0,,https://glintcap.org/slopeswell-cider-company,0,0,0,1,1,2017,2017,1,https://glintcap.org/slopeswell-cider-company,https://www.workinghandsfermentation.com/,https://www.facebook.com/workinghandsbeer,https://www.instagram.com/workinghandsbeer/,https://www.google.com/maps?cid=5832524138589986526,Oregon,United States,Active,45.7024656,-121.5233966
566,Sly Clyde Ciderworks,Sly Clyde Ciderworks,0,,https://glintcap.org/sly-clyde-ciderworks,0,0,4,5,9,2019,2021,2,https://glintcap.org/sly-clyde-ciderworks,https://www.slyclyde.com,https://www.facebook.com/SlyClydeCiderworks/,https://www.instagram.com/slyclydeciderworks/,https://maps.google.com/?cid=17208921279176695082,Virginia,United States,Active,37.01651,-76.319663
567,Slyboro Ciderhouse,Slyboro Ciderhouse,0,,https://glintcap.org/slyboro-ciderhouse,1,0,2,1,4,2008,2008,1,https://glintcap.org/slyboro-ciderhouse,,https://www.facebook.com/slyborociderhouse/,,https://maps.google.com/?cid=15135981072993122340,New York,United States,Active,43.411532,-73.330994
569,Snow Capped Cider,Snow Capped Cider,0,,https://glintcap.org/snow-capped-cider,10,12,33,27,82,2017,2023,6,https://glintcap.org/snow-capped-cider,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,Colorado,United States,Active,38.898619,-107.924961
570,Snowdrift Cider Co.,Snowdrift Cider Co.,0,,https://glintcap.org/snowdrift-cider-co,4,5,17,12,38,2009,2023,9,https://glintcap.org/snowdrift-cider-co,http://www.snowdriftcider.com/,https://www.facebook.com/snowdriftcider,https://www.instagram.com/snowdriftciderco/,https://maps.google.com/?cid=18339570792633761066,Washington,United States,Active,47.400586,-120.178628
577,South City Ciderworks,South City Ciderworks,0,,https://glintcap.org/south-city-ciderworks,0,1,2,2,5,2019,2019,1,https://glintcap.org/south-city-ciderworks,,,,,California,United States,Inactive,37.639936,-122.412129
582,Spoke + Spy Ciderworks,Spoke + Spy Ciderworks,0,,https://glintcap.org/spoke-spy-ciderworks,1,0,5,2,8,2018,2023,4,https://glintcap.org/spoke-spy-ciderworks,http://spokeandspy.com/,https://www.facebook.com/SpokeandSpy/,https://www.instagram.com/spokeandspy/,https://maps.google.com/?cid=4011737661305086248,Connecticut,United States,Active,41.572063,-72.657709
584,Spring Hill Cider Works,Spring Hill Cider Works,0,,https://glintcap.org/spring-hill-cider-works,0,0,4,7,11,2017,2023,6,https://glintcap.org/spring-hill-cider-works,http://www.thewineryatspringhill.com/,https://www.facebook.com/TheWineryatSpringHill/,https://www.instagram.com/wineryspringhill/,https://maps.google.com/?cid=3444189531624313783,Ohio,United States,Active,41.781744,-80.97225
585,Square Mile Cider,Square Mile Cider,0,,https://glintcap.org/square-mile-cider-co,1,0,5,6,12,2015,2019,5,https://glintcap.org/square-mile-cider-co,https://www.squaremilecider.com/,https://www.facebook.com/SquareMileCider,https://www.instagram.com/squaremilecider/,https://maps.google.com/?cid=1334101927022279814,Oregon,United States,Active,45.541124,-122.676595
587,St. Vrain Cidery,St. Vrain Cidery,0,,https://glintcap.org/st-vrain-cidery,0,7,21,17,45,2016,2023,7,https://glintcap.org/st-vrain-cidery,http://www.stvraincidery.com/,https://www.facebook.com/stvraincidery/,https://www.instagram.com/stvraincidery/,https://maps.google.com/?cid=17224865106599925771,Colorado,United States,Active,40.1651663,-105.104967
590,Star Cider,Star Cider,0,,https://glintcap.org/star-cider,0,0,1,3,4,2016,2016,1,https://glintcap.org/star-cider,http://www.starcidery.com/,https://www.facebook.com/StarCidery/,https://www.instagram.com/starcidery/,https://maps.google.com/?cid=13417468118852329215,New York,United States,Active,42.866574,-77.2504058
592,Stem Ciders,Stem Ciders,0,,https://glintcap.org/stem-ciders,3,4,33,21,61,2014,2023,9,https://glintcap.org/stem-ciders,http://stemciders.com/,https://www.facebook.com/stemciders/,https://www.instagram.com/stemciders/,https://maps.google.com/?cid=14948853403840338868,Colorado,United States,Active,39.761635,-104.983791
594,Stoic Cider,Stoic Cider,0,,https://glintcap.org/stoic-cider,1,2,8,3,14,2018,2023,4,https://glintcap.org/stoic-cider,http://stoiccider.com/,https://www.facebook.com/StoicCider/,https://www.instagram.com/stoiccider/,https://maps.google.com/?cid=17055851363950061801,Arizona,United States,Active,34.748157,-112.670676
597,Stone Circle Cider,Stone Circle Cider,0,,https://glintcap.org/stone-circle-cider,0,0,3,3,6,2018,2021,2,https://glintcap.org/stone-circle-cider,http://stonecirclecider.com/,https://www.facebook.com/StoneCircleCider,https://www.instagram.com/stonecirclecider,https://maps.google.com/?cid=6649334225519073300,Oregon,United States,Active,45.27771,-122.284894
598,Stoney Ridge Winery,Stoney Ridge Winery,0,,https://glintcap.org/stoney-ridge-winery,0,0,1,0,1,2018,2018,1,https://glintcap.org/stoney-ridge-winery,http://www.stoneyridgewinery.com/,https://www.facebook.com/stoneyridgewinery/,https://www.instagram.com/stoneyridgewineryohio/,https://maps.google.com/?cid=11251317941626772107,Ohio,United States,Active,41.516257,-84.516839
599,Stoneybrook Cider,Stoneybrook Cider,0,,https://glintcap.org/stoneybrook-cider,0,1,1,1,3,2019,2022,3,https://glintcap.org/stoneybrook-cider,http://www.stoneybrookcider.com/,https://www.facebook.com/stoneybrookcider/,,,Massachusetts,United States,Active,42.250687,-72.55657
600,Stormalong Cider,Stormalong Cider,0,,https://glintcap.org/stormalong-cider,1,5,18,12,36,2015,2023,7,https://glintcap.org/stormalong-cider,https://www.stormalong.com/,https://www.facebook.com/stormalongcider/,https://www.instagram.com/stormalongcider/,https://maps.google.com/?cid=9791117786097773397,Massachusetts,United States,Active,42.231425,-71.362237
601,Stowe Cider,Stowe Cider,0,,https://glintcap.org/stowe-cider,0,0,3,1,4,2017,2018,2,https://glintcap.org/stowe-cider,http://www.stowecider.com/,https://www.facebook.com/StoweCider,https://www.instagram.com/stowecider/,https://maps.google.com/?cid=6993680314169906863,Vermont,United States,Active,44.473504,-72.711986
609,Sutliff Cider Company,Sutliff Cider Company,0,,https://glintcap.org/sutliff-farm-cider-house,0,0,1,1,2,2022,2022,1,https://glintcap.org/sutliff-farm-cider-house,,,,,Iowa,United States,Inactive,41.887218,-91.385952
612,Swift Cider,Swift Cider,0,,https://glintcap.org/swift-cider,0,5,26,11,42,2016,2023,6,https://glintcap.org/swift-cider,http://swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,https://maps.google.com/?cid=1421879404707890325,Oregon,United States,Active,45.577537,-122.651246
613,Swilled Dog Hard Cider,Swilled Dog Hard Cider,0,,https://glintcap.org/swilled-dog-hard-cider,0,0,2,5,7,2017,2021,3,https://glintcap.org/swilled-dog-hard-cider,http://www.swilleddog.com/,https://www.facebook.com/swilleddog/,https://www.instagram.com/swilleddog/,https://maps.google.com/?cid=16690532979393529763,West Virginia,United States,Active,38.648376,-79.339701
615,Talbott's Cider Company,Talbott's Cider Company,0,,https://glintcap.org/talbotts-cider-company,0,0,3,3,6,2018,2021,2,https://glintcap.org/talbotts-cider-company,http://talbottsciderco.com/,https://www.facebook.com/talbottsciderco,https://www.instagram.com/talbottsciderco/,https://maps.google.com/?cid=11602953526890800348,Colorado,United States,Active,39.097123,-108.349759
617,Tapped Apple Cider & Winery,Tapped Apple Winery,x,https://ciderguide.com/tapped-apple-cider-winery/,https://glintcap.org/tapped-apple-winery,0,0,2,1,3,2023,2023,1,https://glintcap.org/tapped-apple-winery,http://www.tappedapple.com/,https://www.facebook.com/tappedapplewinery,https://www.instagram.com/tapped_apple/,https://maps.google.com/?cid=10176287117165487757,Rhode Island,United States,Active,41.378713,-71.829973
619,Texas Keeper Cider,Texas Keeper Cider,0,,https://glintcap.org/texas-keeper-cider,0,0,5,5,10,2015,2016,2,https://glintcap.org/texas-keeper-cider,http://www.texaskeeper.com/,https://www.facebook.com/txkeepercider,https://www.instagram.com/txkeepercider/,https://maps.google.com/?cid=4878585715150481608,Texas,United States,Active,30.125459,-97.818789
621,The BottleHouse Brewing Company,The BottleHouse Brewing Company,0,,https://glintcap.org/the-bottlehouse-brewery-meadery,0,1,1,0,2,2018,2018,1,https://glintcap.org/the-bottlehouse-brewery-meadery,https://www.bottlehouse.co/,https://www.facebook.com/TheBottleHouseBrewery/,https://www.instagram.com/bottlehousebrew/,https://maps.google.com/?cid=14872373864961139551,Ohio,United States,Active,41.503728,-81.565883
622,The Cider Farm,The Cider Farm,0,,https://glintcap.org/the-cider-farm,1,1,8,4,14,2014,2023,3,https://glintcap.org/the-cider-farm,http://www.theciderfarm.com/,https://www.facebook.com/theciderfarm,https://www.instagram.com/the_cider_farm,https://maps.google.com/?cid=4628939322097981132,Wisconsin,United States,Active,42.859997,-90.179847
625,The Infinite Monkey Theorem,The Infinite Monkey Theorem,0,,https://glintcap.org/the-infinite-monkey-theorem,0,1,0,2,3,2014,2017,3,https://glintcap.org/the-infinite-monkey-theorem,http://www.theinfinitemonkeytheorem.com/,https://www.facebook.com/theinfinitemonkeytheorem,https://www.instagram.com/infinite_chimp/,https://maps.google.com/?cid=15985394735088977208,Colorado,United States,Active,39.764124,-104.977492
626,The Old Mine Cider Company,The Old Mine Cider Company,0,,https://glintcap.org/the-old-mine-cider-company,0,0,0,2,2,2018,2018,1,https://glintcap.org/the-old-mine-cider-company,http://theoldmine.com/,https://www.facebook.com/TheOldMine/,https://www.instagram.com/theoldmine/,https://maps.google.com/?cid=10595580658092782014,Colorado,United States,Active,40.049115,-105.047549
631,Thor's Hard Cider,Thor's Hard Cider,0,,https://glintcap.org/thors-hard-cider,3,5,17,11,36,2018,2023,5,https://glintcap.org/thors-hard-cider,https://www.thorshardcider.com/,https://www.facebook.com/thorshardcider/,https://www.instagram.com/thorshardcider/,https://maps.google.com/?cid=16250618587804183842,Minnesota,United States,Active,45.042138,-92.865744
632,Threadbare Cider,Threadbare Cider,0,,https://glintcap.org/threadbare-cider,2,4,27,27,60,2018,2023,5,https://glintcap.org/threadbare-cider,https://threadbarecider.com/,https://www.facebook.com/threadbarecider,https://www.instagram.com/threadbarecider/,https://maps.google.com/?cid=7094659481938293243,Pennsylvania,United States,Active,40.460471,-79.988895
633,Three Brothers Wineries & Estates,Three Brothers Wineries & Estates,0,,https://glintcap.org/three-brothers-wineries-estates,0,0,0,1,1,2015,2015,1,https://glintcap.org/three-brothers-wineries-estates,http://www.3brotherswinery.com/,,https://www.instagram.com/3broswine/,https://maps.google.com/?cid=14242304132257134000,New York,United States,Active,42.820685,-76.926299
635,Tieton Cider Works,Tieton Cider Works,0,,https://glintcap.org/tieton-cider-works,3,2,31,25,61,2011,2022,10,https://glintcap.org/tieton-cider-works,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,Washington,United States,Active,46.615859,-120.521786
636,Tilted Shed Ciderworks,Tilted Shed Ciderworks,0,,https://glintcap.org/tilted-shed-ciderworks,0,0,1,1,2,2013,2013,1,https://glintcap.org/tilted-shed-ciderworks,http://www.tiltedshed.com/,,https://www.instagram.com/tiltedshed/,https://maps.google.com/?cid=15958152535454169919,California,United States,Active,38.536915,-122.805436
640,Tin Hat Cider,Tin Hat Cider,0,,https://glintcap.org/tin-hat-cider,0,0,1,0,1,2018,2018,1,https://glintcap.org/tin-hat-cider,http://www.tinhatcider.com/,,https://www.instagram.com/tinhatcider/,,Vermont,United States,Active,44.087237,-72.715339
643,Tractor Brewing Company,Tractor Brewing Company,0,,https://glintcap.org/tractor-brewing-company,0,0,4,7,11,2017,2019,3,https://glintcap.org/tractor-brewing-company,https://getplowed.com/,https://www.facebook.com/TractorBrewingCompany,https://www.instagram.com/tractorbrewing/,https://maps.google.com/?cid=3753383082862892137,New Mexico,United States,Active,35.102281,-106.647915
644,Treasury Cider at Fishkill Farms,Treasury Cider at Fishkill Farms,0,,https://glintcap.org/treasury-cider-at-fishkill-farms,0,0,4,9,13,2018,2022,4,https://glintcap.org/treasury-cider-at-fishkill-farms,http://www.treasurycider.com/,,https://www.instagram.com/fishkillfarms/,https://maps.google.com/?cid=14255088451627296241,New York,United States,Active,41.517826,-73.823327
645,Treehorn Cider,Treehorn Cider,0,,https://glintcap.org/treehorn-cider,0,2,6,1,9,2018,2019,2,https://glintcap.org/treehorn-cider,http://www.treehorncider.com/,https://www.facebook.com/TreehornCider/,https://www.instagram.com/treehorncider/,https://maps.google.com/?cid=14919543020537044132,Georgia,United States,Active,33.942771,-84.514319
647,Troy Cider,Troy Cider,0,,https://glintcap.org/troy-cider,0,0,1,1,2,2015,2018,2,https://glintcap.org/troy-cider,,,,,California,United States,Inactive,38.495772,-122.7667
648,Tulip Valley Vineyard & Orchard,Tulip Valley Vineyard & Orchard,0,,https://glintcap.org/tulip-valley-vineyard-orchard,1,4,5,4,14,2005,2023,10,https://glintcap.org/tulip-valley-vineyard-orchard,http://www.tulipvalley.net/,,,https://maps.google.com/?cid=5991272797234687283,Washington,United States,Active,48.443719,-122.396515
649,Tumalo Cider,Tumalo Cider,0,,https://glintcap.org/tumalo-cider-co,0,0,0,2,2,2021,2021,1,https://glintcap.org/tumalo-cider-co,http://www.tumalocider.com/,https://www.facebook.com/tumalocider/,https://www.instagram.com/tumalocider/,https://maps.google.com/?cid=522863006020173702,Oregon,United States,Active,44.1473701,-121.3304068
